SMILES,Tanimoto,Dice,russel_rao
CCOC(=O)[C@@]1(CCC[NH+](CC1)C)c2ccccc2,0.09523809523809523,0.17391304347826086,0.17391304347826086
CC[NH+](C)[C@@H](C)C=C(c1cccs1)c2cccs2,0.0821917808219178,0.1518987341772152,0.1518987341772152
CCC[NH+](CC)[C@@H](CC)C(=O)Nc1c(cccc1C)C,0.06622516556291391,0.12422360248447205,0.12422360248447205
C[C@@H]1C[C@@H](CC([NH+]1C)(C)C)OC(=O)[C@@H](c2ccccc2)O,0.07894736842105263,0.14634146341463414,0.14634146341463414
c1ccc(cc1)N2CC[C@@H](C2=O)[NH+]3CCCCC3,0.10344827586206896,0.1875,0.1875
c1cc(ccc1C[C@H](C(=O)[O-])[NH3+])Cl,0.07575757575757576,0.14084507042253522,0.14084507042253522
C[C@H](Cc1ccccc1)[NH2+]CCn2cnc3c2c(=O)n(c(=O)n3C)C,0.1346153846153846,0.23728813559322035,0.23728813559322035
CC[NH2+][C@@H](C)Cc1cccc(c1)C(F)(F)F,0.10294117647058823,0.18666666666666668,0.18666666666666668
CC(C)(C(=O)[O-])Oc1ccc(cc1)[C@@H](c2ccc(cc2)Cl)O,0.1360544217687075,0.23952095808383234,0.23952095808383234
C[C@@H](C(=O)[O-])Oc1ccc(cc1)Oc2ccc(cc2)Cl,0.11643835616438356,0.2085889570552147,0.2085889570552147
C[C@@H](c1cccc(c1)Oc2ccccc2)C(=O)[O-],0.12857142857142856,0.22784810126582278,0.22784810126582278
c1ccc(cc1)[C@@H](CNc2ncccn2)O,0.11594202898550725,0.2077922077922078,0.2077922077922078
C[NH+]1CC[C@]([C@@H](C1)C(=O)c2ccc(cc2)F)(c3ccc(cc3)F)O,0.17567567567567569,0.2988505747126437,0.2988505747126437
C[NH+](C)[C@H]1CCc2c(c3cc(cc(c3[nH]2)F)F)C1,0.12142857142857143,0.21656050955414013,0.21656050955414013
C[NH2+]C[C@H](c1cccc(c1)C(F)(F)F)OC,0.10294117647058823,0.18666666666666668,0.18666666666666668
C[C@H]1CCc2cc(cc3c2n1cc(c3=O)C(=O)[O-])F,0.1276595744680851,0.22641509433962265,0.22641509433962265
C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[O-],0.15441176470588236,0.267515923566879,0.267515923566879
C[C@H](Cc1cccc(c1)O)[NH3+],0.07874015748031496,0.145985401459854,0.145985401459854
Cn1c2ccccc2c(n1)C(=O)NC3C[C@@H]4CCC[C@H](C3)[NH+]4C,0.12337662337662338,0.21965317919075145,0.21965317919075145
CC(=O)Oc1ccccc1C(=O)Oc2ccccc2OC,0.12162162162162163,0.21686746987951808,0.21686746987951808
COc1ccccc1OC(=O)c2ccccc2,0.1223021582733813,0.21794871794871795,0.21794871794871795
COc1ccccc1OC(=O)Oc2ccccc2OC,0.1232876712328767,0.21951219512195122,0.21951219512195122
CCOc1ccccc1OC[C@@H](CO)O,0.06428571428571428,0.12080536912751678,0.12080536912751678
COc1ccccc1OC(=O)Cc2ccccc2,0.11971830985915492,0.2138364779874214,0.2138364779874214
COc1ccccc1OC[C@@H](CO)O,0.06569343065693431,0.1232876712328767,0.1232876712328767
c1ccc2c(c1)OC[C@@H](O2)CNC(=[NH2+])N,0.07142857142857142,0.13333333333333333,0.13333333333333333
C[C@@H](c1ccc(cc1)c2ccccc2)C(=O)[O-],0.13970588235294118,0.24516129032258063,0.24516129032258063
C[C@H](C[NH2+]C1CCCCC1)OC(=O)c2ccccc2,0.087248322147651,0.16049382716049382,0.16049382716049382
C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](c3ccccc3)O,0.08609271523178808,0.15853658536585366,0.15853658536585366
C[C@@H]1C[C@@H](CC(C1)(C)C)OC(=O)c2ccccc2O,0.08904109589041095,0.16352201257861634,0.16352201257861634
C[NH+]1CCc2cc3c(cc2[C@H]1[O-])OCO3,0.07913669064748201,0.14666666666666667,0.14666666666666667
C[C@H](Cc1ccc(cc1)O)[NH3+],0.0873015873015873,0.16058394160583941,0.16058394160583941
C[C@@H](c1ccc(cc1)CC(C)C)C(=O)OCc2ccccn2,0.12666666666666668,0.22485207100591717,0.22485207100591717
CCn1cc[nH+]c1C[C@H]2COc3ccccc3O2,0.0958904109589041,0.175,0.175
C[C@@H](c1ccc(cc1)N2Cc3ccccc3C2=O)C(=O)[O-],0.136986301369863,0.24096385542168675,0.24096385542168675
CCC[NH+]1CCC[C@@H](C1)c2cccc(c2)O,0.10071942446043165,0.1830065359477124,0.1830065359477124
C[C@@H](CN1c2ccccc2Sc3c1nccc3)[NH+](C)C,0.1388888888888889,0.24390243902439024,0.24390243902439024
C[C@H](COc1ccccc1)[NH2+][C@@H](C)[C@H](c2ccc(cc2)O)O,0.11920529801324503,0.21301775147928995,0.21301775147928995
C[NH2+][C@@]1(CCCCC1=O)c2ccccc2Cl,0.10144927536231885,0.18421052631578946,0.18421052631578946
CCOc1ccc(cc1)NC(=O)[C@@H](C)O,0.08823529411764706,0.16216216216216217,0.16216216216216217
c1cc(ccc1C(=O)OC[C@@H](CO)O)N,0.08029197080291971,0.14864864864864866,0.14864864864864866
c1ccc(c(c1)C2=N[C@H](C(=O)Nc3c2cc(cc3)Cl)O)Cl,0.136986301369863,0.24096385542168675,0.24096385542168675
CN1c2ccc(cc2C(=N[C@H](C1=O)O)c3ccccc3Cl)Cl,0.15862068965517243,0.27380952380952384,0.27380952380952384
C[C@@H](c1ccc(cc1)C[C@H]2CCCC2=O)C(=O)[O-],0.1056338028169014,0.1910828025477707,0.1910828025477707
Cc1cc(c(c(c1)C)OC[C@@H](CO)O)C,0.06521739130434782,0.12244897959183673,0.12244897959183673
CC(C)(C)[NH2+]C[C@H](c1cc(c(c(c1)Cl)N)C(F)(F)F)O,0.0896551724137931,0.16455696202531644,0.16455696202531644
c1ccc2c(c1)C3=[NH+]CCN3[C@]2(c4ccc(cc4)Cl)O,0.14583333333333334,0.2545454545454545,0.2545454545454545
CC[NH2+][C@@H](C)Cc1ccc2c(c1)OCO2,0.08695652173913043,0.16,0.16
C[NH+](C)CCO[C@H](c1ccccc1)c2ccc(cc2)OC,0.12080536912751678,0.2155688622754491,0.2155688622754491
COc1ccc(c2c1cccc2)C(=O)CCC(=O)[O-],0.10344827586206896,0.1875,0.1875
Cc1ccccc1OC[C@@H](CO)O,0.06716417910447761,0.1258741258741259,0.1258741258741259
Cc1ccccc1OC[C@@H](COC(=O)N)O,0.07092198581560284,0.13245033112582782,0.13245033112582782
Cc1cccc(c1NC(=O)[C@H]2CCCC[NH+]2C)C,0.0979020979020979,0.17834394904458598,0.17834394904458598
CC[C@@]1(CCCC[NH+](C1)C)c2cccc(c2)O,0.10714285714285714,0.1935483870967742,0.1935483870967742
C[C@@H](C(=O)c1ccccc1)[NH+](C)C,0.07575757575757576,0.14084507042253522,0.14084507042253522
CC(C)[NH2+]C[C@H](c1cc(cc(c1)O)O)O,0.06521739130434782,0.12244897959183673,0.12244897959183673
CC[C@@H](c1ccc2cc(ccc2c1)OC)C(C)(C)C(=O)[O-],0.1310344827586207,0.23170731707317074,0.23170731707317074
C[NH+]1CC[C@@H](C1)CN2c3ccccc3Sc4c2cccc4,0.14189189189189189,0.2485207100591716,0.2485207100591716
CN(C)c1ccc(cc1)NC(=O)c2cc(c(c(c2)OC)OC)OC,0.12337662337662338,0.21965317919075145,0.21965317919075145
C[C@@H](C(=O)c1ccc(cc1)OC)[NH2+]C,0.09022556390977443,0.16551724137931034,0.16551724137931034
C[C@@H](Cc1ccccc1OC)[NH2+]C,0.07518796992481203,0.13986013986013987,0.13986013986013987
C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)OC,0.13333333333333333,0.23529411764705882,0.23529411764705882
COC(=O)c1ccccc1O,0.0703125,0.13138686131386862,0.13138686131386862
C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C,0.07575757575757576,0.14084507042253522,0.14084507042253522
C[N+]1=C2c3c(c4cc(ccc4n3CC1)OC)CCN2,0.14893617021276595,0.25925925925925924,0.25925925925925924
Cc1ccc(cc1)C(=O)c2ccc(cc2O)OC,0.13768115942028986,0.24203821656050956,0.24203821656050956
C[NH+]1CCN2c3ccccc3Cc4ccccc4[C@@H]2C1,0.16083916083916083,0.27710843373493976,0.27710843373493976
CCN(CC)C(=O)[C@]1(C[C@H]1C[NH3+])c2ccccc2,0.07534246575342465,0.14012738853503184,0.14012738853503184
COc1ccc(c(c1)[C@@H](CNC(=O)C[NH3+])O)OC,0.07586206896551724,0.14102564102564102,0.14102564102564102
C[C@@H](c1ccc(cc1)c2cn3ccccc3n2)C(=O)[O-],0.15492957746478872,0.2682926829268293,0.2682926829268293
CCc1c([nH]c2c1C(=O)[C@H](CC2)C[NH+]3CCOCC3)C,0.0718954248366013,0.13414634146341464,0.13414634146341464
CC(C)[NH2+]C[C@H](COc1ccccc1OC)O,0.06944444444444445,0.12987012987012986,0.12987012987012986
C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C)C)O,0.0958904109589041,0.175,0.175
COc1cc2c(cc1O)N=C[C@H]3CC[C@@H](N3C2=O)O,0.0958904109589041,0.175,0.175
C[NH+]1Cc2c(cccc2N)[C@@H](C1)c3ccccc3,0.14388489208633093,0.25157232704402516,0.25157232704402516
c1cc(ccc1[C@@H](C[NH3+])O)O,0.07874015748031496,0.145985401459854,0.145985401459854
Cc1cnc(c(c1OC)C)C[S@@](=O)c2[nH]c3ccccc3n2,0.1342281879194631,0.23668639053254437,0.23668639053254437
Cc1cc(c(cc1Cc2cnc(nc2N)N)OC)OC,0.125,0.2222222222222222,0.2222222222222222
Cc1ccccc1[C@@H](c2ccccc2)OCC[NH+](C)C,0.1232876712328767,0.21951219512195122,0.21951219512195122
CC(=CCc1c(ccc2c1oc(=O)cc2)OC)C,0.1056338028169014,0.1910828025477707,0.1910828025477707
CC(=O)N1C[C@@H](C[C@@H]1C(=O)[O-])O,0.029850746268656716,0.057971014492753624,0.057971014492753624
c1ccc(cc1)C2=N[C@H](C(=O)Nc3c2cc(cc3)Cl)O,0.14685314685314685,0.25609756097560976,0.25609756097560976
C[C@@H](CN1c2ccccc2S(=O)(=O)c3c1cccc3)C[NH+](C)C,0.125,0.2222222222222222,0.2222222222222222
c1ccc(cc1)[C@H]2C(=O)N=C(O2)N,0.09090909090909091,0.16666666666666666,0.16666666666666666
CC[C@@H](C)[C@@H](c1ccccc1)C(=O)OC2CC[NH+](CC2)C,0.09210526315789473,0.1686746987951807,0.1686746987951807
C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C(C)C)C)O,0.09271523178807947,0.1696969696969697,0.1696969696969697
CCOc1ccc(cc1)NC(=O)C,0.0916030534351145,0.16783216783216784,0.16783216783216784
CCC(=O)N(c1ccccc1)[C@H](C)C[NH+]2CCCCC2,0.09333333333333334,0.17073170731707318,0.17073170731707318
C[NH+](C)CC[C@@H](c1ccccc1)c2ccccn2,0.1276595744680851,0.22641509433962265,0.22641509433962265
C[C@@H]1[C@H](OCC[NH2+]1)c2ccccc2,0.08208955223880597,0.15172413793103448,0.15172413793103448
c1ccc(cc1)[C@@H](CNc2cccc[nH+]2)O,0.1,0.18181818181818182,0.18181818181818182
C[C@H](Cc1ccccc1)NC(=O)Cc2ccc(cc2)N,0.1232876712328767,0.21951219512195122,0.21951219512195122
C[C@@H](Cc1ccc(cc1)O)[NH2+]C,0.09375,0.17142857142857143,0.17142857142857143
CC[C@@](C)(C#C)OC(=O)c1ccccc1C(=O)[O-],0.08391608391608392,0.15483870967741936,0.15483870967741936
C1CC[NH+](CC1)C[C@H]2CCCCC2=O,0.03496503496503497,0.06756756756756757,0.06756756756756757
C[NH+]1CCC(=C2c3ccccc3Sc4c2cccc4)CC1,0.15753424657534246,0.27218934911242604,0.27218934911242604
c1ccc(cc1)C(c2ccccc2)([C@@H]3CCCC[NH2+]3)O,0.16083916083916083,0.27710843373493976,0.27710843373493976
CC(C)(C)[NH2+]C[C@H](c1ccc(c(n1)CO)O)O,0.08571428571428572,0.15789473684210525,0.15789473684210525
Cc1c(cnc2c1c(nc(n2)N)N)Cc3cc(ccc3OC)OC,0.152317880794702,0.26436781609195403,0.26436781609195403
Cc1ccc2c(c1)c3c4n2CC[NH2+][C@H]4CCC3,0.13768115942028986,0.24203821656050956,0.24203821656050956
Cc1cc(n(c(=O)c1)[O-])C[C@@H](C)CC(C)(C)C,0.07857142857142857,0.1456953642384106,0.1456953642384106
Cc1csc(n1)N2CC[NH+](CC2)[C@@H](C)Cc3ccc4c(c3)OCO4,0.14935064935064934,0.2598870056497175,0.2598870056497175
CC(C)[NH2+]C[C@H](COc1ccc(cc1)NC(=O)C)O,0.08163265306122448,0.1509433962264151,0.1509433962264151
C[C@@H](c1ccc2c(c1)Cc3cccnc3O2)C(=O)[O-],0.13380281690140844,0.2360248447204969,0.2360248447204969
c1ccc2c(c1)CCN3[C@H]2CN(CC3=O)C(=O)C4CCCCC4,0.10126582278481013,0.1839080459770115,0.1839080459770115
CCC[C@]1(c2c(c3ccccc3[nH]2)CCO1)CC(=O)[O-],0.08609271523178808,0.15853658536585366,0.15853658536585366
CC(C)[NH2+]C[C@H](c1ccc2ccccc2c1)O,0.12318840579710146,0.21935483870967742,0.21935483870967742
CCC(=O)c1ccc2c(c1)N(c3ccccc3S2)C[C@H](C)[NH+](C)C,0.12987012987012986,0.22988505747126436,0.22988505747126436
CC(C)Oc1cc2c(cc1OC(C)C)[nH]cc(c2=O)C(=O)OC,0.07643312101910828,0.14201183431952663,0.14201183431952663
CC[NH+](CC)C[C@H]1COc2ccccc2O1,0.07746478873239436,0.1437908496732026,0.1437908496732026
C[C@@H](c1ccc2c(c1)N(c3ccc(cc3S2)OC)C)C(=O)[O-],0.14285714285714285,0.25,0.25
CCC[C@H](C(=O)c1ccc(cc1)C)[NH+]2CCCC2,0.11267605633802817,0.20253164556962025,0.20253164556962025
c1cc2c(cc1O)CC[N+]3=C2CC[C@@H]4[C@@H]3CCC4,0.0958904109589041,0.175,0.175
CC[C@@H]1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl,0.06896551724137931,0.12903225806451613,0.12903225806451613
CCN(CC)C(=O)[C@@H]1CC=CC[C@@H]1C(=O)[O-],0.041666666666666664,0.08,0.08
CC(C)[NH2+]C[C@H](c1ccc(c2c1cccn2)O)O,0.11347517730496454,0.20382165605095542,0.20382165605095542
C[C@](Cc1ccc(cc1)O)(C(=O)[O-])[NH3+],0.09923664122137404,0.18055555555555555,0.18055555555555555
C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@H](c2ccc(cc2)O)O,0.1118421052631579,0.20118343195266272,0.20118343195266272
C1CC[NH+]2[C@H](C1)[C@@]34C[C@@H]2C=CC3=CC(=O)O4,0.06206896551724138,0.11688311688311688,0.11688311688311688
C1CC[NH+]2C[C@@H]3C[C@H]([C@H]2C1)C[NH+]4[C@@H]3CCCC4,0.025974025974025976,0.05063291139240506,0.05063291139240506
CC(C)(C)[C@H](/C=C/c1ccc2c(c1)OCO2)O,0.1,0.18181818181818182,0.18181818181818182
c1ccc(cc1)[C@@H](COC(=O)N)O,0.06716417910447761,0.1258741258741259,0.1258741258741259
C[NH2+]C[C@H](c1ccc(cc1)O)O,0.08527131782945736,0.15714285714285714,0.15714285714285714
CN1c2ccc(cc2C(=N[C@H](C1=O)O)c3ccccc3)Cl,0.16901408450704225,0.2891566265060241,0.2891566265060241
C[C@H](Cc1ccc2c(c1)OCO2)[NH3+],0.08270676691729323,0.1527777777777778,0.1527777777777778
CC(C)(C)[NH2+]C[C@@H](c1cc(cc(c1)O)O)O,0.07971014492753623,0.1476510067114094,0.1476510067114094
CC(C)(C)[NH2+]C[C@H](COc1cccc2c1SCCC2)O,0.10135135135135136,0.18404907975460122,0.18404907975460122
CNc1c2c([nH+]n1C)CCCC2,0.08461538461538462,0.15602836879432624,0.15602836879432624
CN(C)C1=NC(=O)[C@@H](O1)c2ccccc2,0.09558823529411764,0.174496644295302,0.174496644295302
C[C@@H](c1ccc(s1)C(=O)c2ccccc2)C(=O)[O-],0.1056338028169014,0.1910828025477707,0.1910828025477707
Cc1cccc(c1NC(=O)[C@@H](C)[NH3+])C,0.07462686567164178,0.1388888888888889,0.1388888888888889
Cc1ccccc1N2CC[NH+](CC2)[C@H]3CCc4cc(ccc4C3)O,0.17218543046357615,0.2937853107344633,0.2937853107344633
CC(C)(C)C(=O)[C@@H](n1cncn1)Oc2ccc(cc2)Cl,0.14893617021276595,0.25925925925925924,0.25925925925925924
CCC(=O)O[C@@]1(C[C@H]([NH+](C[C@@H]1C)C)C)c2ccccc2,0.08,0.14814814814814814,0.14814814814814814
C[C@@H](CN1c2ccccc2Sc3c1cccc3)C[NH+](C)C,0.12837837837837837,0.2275449101796407,0.2275449101796407
COc1cc(cc(c1OC)OC)C(=O)N2CCOCC2,0.10884353741496598,0.19631901840490798,0.19631901840490798
COc1cc(cc(c1OC)OC)C(=O)N2CCCCCCC2,0.10457516339869281,0.1893491124260355,0.1893491124260355
COc1cc(cc(c1OC)OC)C(=O)N[C@@H]2CCC[NH2+]C2,0.08496732026143791,0.1566265060240964,0.1566265060240964
C[C@@H](c1ccc(c2c1cccc2)C3CCCCC3)C(=O)[O-],0.12837837837837837,0.2275449101796407,0.2275449101796407
CCOc1ccccc1OC[C@@H]2C[NH2+]CCO2,0.08275862068965517,0.15286624203821655,0.15286624203821655
CC[C@]12CCC[NH+]3[C@@H]1c4c(c5ccccc5n4C(=O)C2)CC3,0.11764705882352941,0.21052631578947367,0.21052631578947367
CC[C@]1(CCC[NH+]2[C@@H]1c3c(c4ccccc4[nH]3)CC2)CO,0.09803921568627451,0.17857142857142858,0.17857142857142858
C[C@H](c1c(cncn1)F)[C@@](Cn2cncn2)(c3ccc(cc3F)F)O,0.20408163265306123,0.3389830508474576,0.3389830508474576
Cn1c2c(c(=O)n(c1=O)C)n(cn2)C[C@@H](C[NH+](C)CCO)O,0.08496732026143791,0.1566265060240964,0.1566265060240964
Cc1cccc(c1C)OC[C@@H](C[NH2+]C(C)(C)C)O,0.08391608391608392,0.15483870967741936,0.15483870967741936
c1ccc2c(c1)c3c([nH]2)[C@@H]4C[C@H]5[C@H](CC[C@H]([C@H]5C(=O)[O-])O)C[NH+]4CC3,0.08484848484848485,0.1564245810055866,0.1564245810055866
COc1cc(c(cc1C(=O)N[C@H]2C[NH+]3CCC2CC3)Cl)N,0.08496732026143791,0.1566265060240964,0.1566265060240964
C[NH+](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,0.10344827586206896,0.1875,0.1875
CC[C@]1(CCCC[NH+](C1)C)c2cccc(c2)O,0.10714285714285714,0.1935483870967742,0.1935483870967742
C[C@@H](Cc1ccc2c(c1)OCO2)[NH2+]C,0.08888888888888889,0.16326530612244897,0.16326530612244897
COc1ccc(c(c1)OC)/C=C/2\CCCN=C2c3cccnc3,0.17567567567567569,0.2988505747126437,0.2988505747126437
CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)C,0.11842105263157894,0.21176470588235294,0.21176470588235294
